orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Apia Medical Clinic,lIlyphPwr7Y,Apia Medical Clinic,11224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Ava First Aid Clinic,eD2b553WBEa,Ava First Aid Clinic,11230.0,remove. only first aid services offered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Avenue HealthCare (Changamwe Clinic),qMd8cNrVGdX,Avenue HealthCare (Changamwe Clinic),23576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Baraka Medicalicare Clinic,t5f2tmrmNqe,Baraka Medicalicare Clinic,11246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258.0,,103.0,16.0,,388.0,,76.0,2.0,18.0,32.0,,45.0,,102.0,223.0,,,,,,148.0,466.0,,,,,,59.0,266.0,,,,,,46.0,208.0
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Brollo K Dispensary,HBATaqhpFeL,Brollo K Dispensary,11261.0,remove. only first aid services offered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,C Kasunas Clinic,pfa0VjJrKIF,C Kasunas Clinic,11267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Camp David Medical Clinic,wMpTDy1Nxys,Camp David Medical Clinic,11269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Catholic Medical Clinic (Jomvu),IqZuP8JcnLA,Catholic Medical Clinic (Jomvu),11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Chaani Catholic Dispensary,ZeHU0vtmrVW,Chaani Catholic Dispensary,23285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Chaani Maternity Nursing Home,KivQhjgPFrk,Chaani Maternity Nursing Home,11275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Changamwe Drop In Centre,pegfGJvsd9B,Changamwe Drop In Centre,22685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Changamwe Maternity,vX6ZltsvqgO,Changamwe Maternity,11280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Closed_Duplicate_Airport View Medical Clinic,h8lfMvZtvi5,Closed_Duplicate_Airport View Medical Clinic,,"repeated.
 facility recorded twice
remove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),kJ5MjZkaoSP,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),11274.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Corner Chaani (SDA) Medical Clinic,KcdFoT7yYuD,Corner Chaani (SDA) Medical Clinic,11291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Delta Medical Clinic,CPaq3bhCPIm,Delta Medical Clinic,11301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Diplomat Medical Clinic,SQHbZgox0IE,Diplomat Medical Clinic,11307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Doga Clinic,SYDTovYd5tq,Doga Clinic,11309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Frontline Clinic,C4dLUCoCmvV,Frontline Clinic,11378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Gift Medical Clinic,mJfPSpWYk5F,Gift Medical Clinic,11391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Hope Medical Clinic (Kilindini),pNvqIePcFzo,Hope Medical Clinic (Kilindini),11414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Hosanna Medical Clinic,xk1ORbdNVdt,Hosanna Medical Clinic,23759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Jamhuri Medical Clinic,Z3zEP5QNsou,Jamhuri Medical Clinic,11426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Jamii Medical Clinic (Kilindini),EGLsWYmCYGh,Jamii Medical Clinic (Kilindini),11428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Junita Medical Clinic,yyEIvsijGeF,Junita Medical Clinic,11443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Kenya Petroleum Refinery Ltd Medical Clinic,uzDNgobJ6Ba,Kenya Petroleum Refinery Ltd Medical Clinic,11460.0,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Kingstone Medical Clinic,rB0vFB79ItX,Kingstone Medical Clinic,11482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Kusco First Aid Clinic,ZRr7GU1o2I1,Kusco First Aid Clinic,11504.0,remove. only first aid services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Lilongwe Community Health Care,vpHAflHMtbc,Lilongwe Community Health Care,18460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Lovic Dermacare Clinic,rjHUoAl4ge9,Lovic Dermacare Clinic,17755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Magongo (MCM) Dispensary,ThT4PxgmYQL,Magongo (MCM) Dispensary,11538.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mainland Health Centre (Changamwe),LgBlUgkvjCA,Mainland Health Centre (Changamwe),17862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,36.0,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Mainland Health Centre (Magongo),ovoxqiuLhYb,Mainland Health Centre (Magongo),11539.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Mainview Medical Clinic,itnjENPTJ2n,Mainview Medical Clinic,11540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Mecca Medical Clinic,TUYYbAUdrXo,Mecca Medical Clinic,11595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Medina Medical Clinic,mNR3CnZI0IH,Medina Medical Clinic,11597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Miranga Medical Clinic,uzHQrtISRGK,Miranga Medical Clinic,11616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Moi Airport Dispensary,gtUOV8FLNis,Moi Airport Dispensary,11640.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mombasa Roadside Wellness Centre,EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Mombasa West Hospital LTD,MtP3vszbDYt,Mombasa West Hospital LTD,23615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Mother Teresa Medical Clinic,Oq8ih47K9Zl,Mother Teresa Medical Clinic,11646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Msikiti Noor Medical Clinic,Y7tjIU4DR2a,Msikiti Noor Medical Clinic,11657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Neighbours Medical Clinic,lpFeJmvOTyj,Neighbours Medical Clinic,11708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,New Chaani Healthcare Clinic & Laboratory,snyNkQ3ZrQl,New Chaani Healthcare Clinic & Laboratory,17698.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,New Road Medical Care,ByGuJFYk9Xh,New Road Medical Care,11710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Nyumbani Medical Clinic,Xo1TUgvkC3g,Nyumbani Medical Clinic,16794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,ParkYard Medical Centre,a4MvJ3FPYEt,ParkYard Medical Centre,24641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Pendo Medical Clinic (Kilindini),guXolxNtiPK,Pendo Medical Clinic (Kilindini),11736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Port Health Dispensary (Kilindini),jSwFjgN4QVO,Port Health Dispensary (Kilindini),11739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Port Reitz Mtc Dispensary,fVCmIZkRaTq,Port Reitz Mtc Dispensary,11741.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Port Reitz Sub County Hospital,K6JHRvs7bAu,Port Reitz Sub County Hospital,11740.0,,302.0,275.0,43.0,25.0,,22.0,46.0,50.0,41.0,28.0,6.0,,100.0,138.0,,,,,,215.0,48.0,,,,,,181.0,405.0,,,,,,47.0,402.0
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Portreitz Youth Friendly Centre,pezVLGQqKu1,Portreitz Youth Friendly Centre,20742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Precious Seed Clinic,MMAgCPIhRD8,Precious Seed Clinic,11742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Ranatu Dispensary,x899NiCHXrg,Ranatu Dispensary,11754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Sdv Medical Clinic,DgJ1YrtEYbS,Sdv Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Single Cell Medical Clinic,tSF1ZbrmYSm,Single Cell Medical Clinic,11798.0,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Smart Jamii Clinic,Ufy9sJBrH4X,Smart Jamii Clinic,25094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Soweto Medical Clinic,k4u1ousOabz,Soweto Medical Clinic,17470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Sparcare Outpatient Clinic,tg7sOgsXBaM,Sparcare Outpatient Clinic,24327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,St Ann's Medical Clinic,IiWgYaVSKUQ,St Ann's Medical Clinic,11809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,St Charles Clinic (Kilindini),Weps80ifHgT,St Charles Clinic (Kilindini),11811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,St Emmanuel Medical Clinic,ECcMab2MIEm,St Emmanuel Medical Clinic,11814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,St Grace Medical Clinic,DP3GTv27eGY,St Grace Medical Clinic,11815.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,St Hillarias Medical Clinic,T99iA0NKS3P,St Hillarias Medical Clinic,11816.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,St Margaret Medical Clinic,Ls0CsJfzN5R,St Margaret Medical Clinic,11819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,St Valentine Medical Clinic,Z3jyrXPbIct,St Valentine Medical Clinic,11827.0,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,St Valeria Medical Clinic,py5vYZIHN6z,St Valeria Medical Clinic,11828.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Sunshine Medical Clinic (Kilindini),VdkOhCzgoet,Sunshine Medical Clinic (Kilindini),11834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Thureya Medical Clinic,R7pELzR50wD,Thureya Medical Clinic,11849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,Travellers Medical Clinic,dbNZ9a0I4gW,Travellers Medical Clinic,11856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Trinity Medical Clinic (Changamwe),p7OxeJQ5XoL,Trinity Medical Clinic (Changamwe),11858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Tumaini Medical Clinic (Changamwe),vkOhyTi8YLr,Tumaini Medical Clinic (Changamwe),11864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Upendo Medical Clinic (Kilindini),fhjx9DtbqLw,Upendo Medical Clinic (Kilindini),11871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Wayani Medical Clinic (Changamwe),wr0tmZx6eOW,Wayani Medical Clinic (Changamwe),11898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,AAR Gwh Health Care Ltd,qvdl9OTOMxX,AAR Gwh Health Care Ltd,19958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,AAR Lavington OPC,b54AbjnTJEd,AAR Lavington OPC,25937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre for Care and Support,ZjnMNXqHnuD,Adventist Centre for Care and Support,18535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Agakhan University Hospital Valley Arcade Clinic,neIPPsFEhUg,Agakhan University Hospital Valley Arcade Clinic,23405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,AIC Kijabe Hospital Nairobi Medical Centre,T2xcSqRm2Vu,AIC Kijabe Hospital Nairobi Medical Centre,23204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Al-Gadhir Clinic,gp8mHxRey0r,Al-Gadhir Clinic,16801.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Avenue House Medical Centre,po9j6Y5ZfXC,Avenue House Medical Centre,21286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Better Living Hospital,OrSxEj83FBV,Better Living Hospital,23385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Bloom Dhahabu Ltd,SoAyRt9rGwy,Bloom Dhahabu Ltd,25940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Gatina Ward,Bodaki Medical Clinic,F3iyXRgcsHl,Bodaki Medical Clinic,18805.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,Chiromo Mental Health Hospital,RIDyZjl3gD6,Chiromo Mental Health Hospital,26091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Clinitec Medical Services (Woodley/Kenyatta),VGYyOUoRGVg,Clinitec Medical Services (Woodley/Kenyatta),12898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Coptic Hospital,LtGa9hWTpLy,Coptic Hospital,12905.0,,150.0,626.0,708.0,493.0,,,,,,1367.0,,,,,,,1537.0,,,,,,,779.0,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,DOD MRS Dispensary,ctHCPHLxZne,DOD MRS Dispensary,12918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Cecelia Gathoni,rYgAJBMfJRj,Dr Cecelia Gathoni,23792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Charles Opondo Medical Clinic,qFfsFYYzKhS,Dr Charles Opondo Medical Clinic,20393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Florence Murila (Ngong Road),w79VfR8RkfW,Dr Florence Murila (Ngong Road),18778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Gachare Medical Clinic,A8Zk6hWZDE1,Dr Gachare Medical Clinic,12922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Irimu Medical Clinic,eX8e4IgXFEc,Dr Irimu Medical Clinic,18807.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr K Gicheru(Upper Hill Centre),ChyQUS1BJec,Dr K Gicheru(Upper Hill Centre),20397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Karos Medical Clinic,pncDXpiHyfI,Dr Karos Medical Clinic,12923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr lang'o Medical Clinic,QYyiNcXhwYX,Dr lang'o Medical Clinic,24449.0,"Doctors plaza,nairobi hospital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Montet Medical Clinic,SBrcbgzGpnL,Dr Montet Medical Clinic,12926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr Muasya Medical Clinic,iw2QKTEpJLH,Dr Muasya Medical Clinic,12927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr.Joy P.Mpaata,zyAErCUhYjO,Dr.Joy P.Mpaata,23041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr.P.W.Kamau&Associates,Kn6bjP3QyuU,Dr.P.W.Kamau&Associates,20396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Equity Afia Kawangware,U8YOUxpPI5D,Equity Afia Kawangware,22791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,Eye & U Opthalmic ltd,zTphAgf8m37,Eye & U Opthalmic ltd,25942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Frontline Medical Consultants limited,yn0lkVS2Dzx,Frontline Medical Consultants limited,24450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Garden Specialist Hospital,XNcgPqfMGhb,Garden Specialist Hospital,25941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Gatina Ward,Gatina United Clinic,WYcO6idVWhZ,Gatina United Clinic,16803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Gertrudes Childrens Hospital Clinic (Junction Mall),yECESmiiFvE,Gertrudes Childrens Hospital Clinic (Junction Mall),23793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Gertrudes Othaya Road Dispensary,mZSwme44h7b,Gertrudes Othaya Road Dispensary,12951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Gynapaed Dispensary (Kilimani),VaJGwOmLhxh,Gynapaed Dispensary (Kilimani),12966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Hurlingham Children's Clinic,RfpcjJgm6yf,Hurlingham Children's Clinic,12928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,I Choose Life Africa,rKv2V9YcolU,I Choose Life Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,Jacaranda Special School,FJ79uJDyiXX,Jacaranda Special School,18488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Jeffrey Medical & Diagnostic Centre,EMo5Bjqn9SI,Jeffrey Medical & Diagnostic Centre,20064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Jellin Medical Clinic,ILbkNpLQZ3C,Jellin Medical Clinic,19490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
